,Stock_Symbols,Class,returnOnEquity,EPS,priceToSalesRatio,PB ratio,Price to Sales Ratio,Market Cap,PE ratio,POCF ratio,ROIC,longtermDebtToCapitalization,Dividend Yield,debtEquityRatio,returnOnAssets,Debt to Assets,10Y Net Income Growth (per Share),10Y Revenue Growth (per Share),10Y Shareholders Equity Growth (per Share),10Y Operating CF Growth (per Share)
1628,CADE,1.0,0.1983,1.99,1.2691,5.3267,1.2691,16132263535.58,16.4308,7.3402,-0.0728,0.0,0.0328,0.0,0.2128,0.0,0.0808,0.0743,0.0711,-0.2709
1630,APAM,1.0,0.1132,2.84,1.0476,514.9625,1.0476,648739294.56,15.75,5.1038,0.0444,1.7253206219497998,0.1443,-17.3581,0.0485,0.7757,0.0212,-0.0914,0.1131,-0.1141
1632,HLIT,1.0,0.0185,-0.25,3.6624,5.1443,3.6624,4571340000.0,82.0556,33.3127,0.0842,0.0,0.0,0.3443,0.0129,0.1452,-0.2566,-0.0634,-0.0262,0.1568
1639,MLI,1.0,0.1959,1.84,2.9011,1.2927,2.9011,5862090482.27,20.989,8.024,-0.0056,0.00052635953126299,0.0171,0.0011,0.3562,0.0008,0.0992,0.0716,0.0577,-0.1153
1643,BAND,1.0,0.1409,0.96,1.8386,1.8273,1.8386,23829453627.3,32.1506,32.0185,-0.3348,0.0,0.0,0.0,0.0717,0.0,-0.0236,0.0205,0.0077,0.0
1647,SSP,0.0,0.0742,0.25,0.0087,1.8745,0.0087,34538400000.0,17.9773,9.0055,-0.0099,0.18248805196471,0.0127,0.2232,0.0015,0.1467,-0.0328,0.0238,0.0359,-0.0704
1656,DLTH,0.0,0.0777,0.73,0.3993,8.1247,0.3993,2005080000.0,13.5882,20.3671,0.0382,1.0388656320557,0.0,-29.4805,0.071,0.9099,-0.0328,-0.0277,0.0411,0.5544
1657,LII,1.0,0.0964,8.84,1.2177,1.1818,1.2177,97078002.12,19.8,17.7929,0.0794,0.20724265720713,0.0111,0.2614,0.1034,0.1604,0.0513,0.1255,0.214,0.0158
1661,EGRX,1.0,0.1663,2.16,1.0786,3.0472,1.0786,2181315712.0,25.8065,11.4701,0.0455,1.0763473985895,0.0,-14.1472,0.1202,0.7405,0.17600000000000002,0.117,0.0282,0.0252
1674,FIVN,1.0,0.1012,0.0,0.9285,4.0028,0.9285,538201150.74,19.8088,66.5297,0.416,0.0,0.0,0.0,0.1014,0.0,0.0176,-0.0191,0.0917,0.0653
1675,EGHT,1.0,0.0443,-1.14,0.8756,2.2348,0.8756,1949625288.84,34.8468,76.3108,0.1761,0.50905797101449,0.0,1.1313,0.0274,0.354,-0.0879,0.0454,0.0535,0.0793
1677,JKHY,1.0,0.2584,4.73,0.8311,0.0,0.8311,917934684.4,13.6232,24.4932,0.1119,0.55363678540131,0.0104,1.3518,0.249,0.2916,0.0702,0.039,0.2193,0.0328
1680,EPAY,1.0,0.1597,0.24,0.321,1.7472,0.321,6205077552.09,15.4377,30.1569,0.0131,0.6332880019982801,0.0,2.7838,0.2344,0.4924,0.0634,0.0342,0.0344,0.0092
1681,BAS,0.0,0.127,-5.46,4.6868,2.0113,4.6868,927479896.98,46.7297,1.372,0.0611,0.4576736669976501,0.0,0.953,0.1374,0.358,0.36,0.1686,0.0565,0.0238
1686,ICLR,1.0,0.0706,5.96,0.3822,2.0343,0.3822,4630073437.0,15.4545,25.9729,0.1197,0.34865306825028003,0.0,0.8767,0.199,0.3053,0.0796,0.0723,0.1315,0.0381
1690,VRA,1.0,0.2345,0.2,2.0742,1.1126,2.0742,6861520622.88,17.1787,7.6138,-0.0797,0.56662722650379,0.0,1.385,0.3245,0.3631,0.2143,0.1205,0.1589,0.0
1691,WLKP,1.0,0.0778,1.51,0.2545,1.0722,0.2545,474802565.0135,7.2419,1.7841,0.1187,0.38610503629045,0.0669,0.8144,0.1152,0.2913,-0.0125,-0.0305,0.0322,0.0626
1692,BFAM,1.0,-0.0358,2.72,3.5366,4.8198,3.5366,5797412887.2,0.0,21.9572,0.0977,0.42346502479904,0.0,1.3147,-0.027000000000000003,0.2222,0.0,0.0638,0.063,0.1941
1693,IOVA,1.0,0.443,-1.27,0.6609999999999999,3.906,0.6609999999999999,8907613631.14,17.6193,-10.765999999999998,0.0879,0.41686902080103,0.0,0.7529,1.0776,0.2693,0.1139,0.1076,0.0563,0.1296
1695,SUP,0.0,-0.1956,0.29,0.2633,2.6405,0.2633,328289174.4,0.0,0.7709,0.1013,0.90432470081682,0.0748,9.452,-0.2003,0.2987,0.0,0.1503,0.1976,0.0715
1697,TRXC,0.0,0.192,-0.3,3.3933,1.3941,3.3933,5553334706.4,28.4399,-10.0722,0.1732,0.96835690288304,0.0,39.6914,0.4652,0.3981,0.2307,0.1936,0.634,0.036000000000000004
1701,AVT,1.0,-0.0022,-1.3,9.4345,8.1323,9.4345,6715116272.7,0.0,19.944000000000006,0.0513,0.4987552462136,0.0173,0.9958,-0.0081,0.3713,0.0,0.1183,0.1477,0.0764
1704,NVCR,1.0,0.0796,-0.69,0.4437,1.6711,0.4437,4148738880.68,13.7881,-1669.7556,0.11,0.32692294438677,0.0,0.512,0.0973,0.1736,0.0338,0.0983,0.1333,0.1145
1705,DAR,1.0,0.1647,0.62,2.8901,1.4845,2.8901,3435306094.8992,25.7,7.9476,0.0558,0.50625067163377,0.0,1.0274,0.3025,0.3081,0.1799,0.1471,0.1023,0.0585
1708,CRIS,1.0,0.1555,-0.98,1.9682,2.9743,1.9682,1449301336.8,20.2619,-0.76,0.1126,0.18571597773303,0.0,0.27,0.1342,0.1236,0.0148,0.0483,0.0214,0.1115
1711,AJG,1.0,0.1371,3.47,1.4355,1.4371,1.4355,1623287864.52,23.0,17.6907,0.1879,0.4225428370423,0.0223,0.8183,0.1733,0.2056,-0.0162,0.0198,0.0285,0.1982
1713,GMLP,0.0,0.0978,0.86,3.4325,0.0,3.4325,10249163865.0,39.9338,5.4328,0.1799,0.62785408100779,0.1979,1.8404,0.3178,0.515,0.1529,0.1772,0.185,0.0605
1718,SANM,1.0,0.133,-1.37,0.4035,6.7867,0.4035,1087808927.04,14.9827,11.7697,0.08,0.29478716951511,0.0,0.4281,0.1913,0.1875,0.0304,0.0986,0.0608,0.1267
1720,MOD,0.0,-0.2394,0.44,0.2442,2.7475,0.2442,380707617.75,0.0,8.2071,0.0498,0.5556487989090501,0.0,1.2505,-0.2485,0.4106,0.0,-0.0311,-0.1178,0.0287
1721,MGI,0.0,0.1118,-0.37,0.7748,1.0375,0.7748,3012957428.84,12.7064,3.7963,0.0809,0.35828536104779,0.0,0.6126,0.1209,0.234,0.293,0.1345,0.0975,0.0658
1722,WBC,1.0,0.1534,7.46,0.462,3.7155,0.462,3036148262.51,9.8835,11.9527,-0.0006,0.3930789033571,0.0,0.685,0.0366,0.3198,0.049,0.0324,0.0457,0.1918
1723,SNA,1.0,0.3668,12.15,2.5096,1.6891,2.5096,6960839304.54,25.2995,10.6426,0.0585,0.26218773445598004,0.0235,0.3554,0.4285,0.2241,0.1337,0.1528,0.0439,0.1463
1726,CLDT,1.0,0.1427,0.66,2.0573,0.9699,2.0573,676800000.0,7.1593,9.539,0.1387,0.4108911282948,0.0747,0.6975,0.2761,0.2496,-0.7556,-0.7355,-0.7137,0.1031
1736,TNK,1.0,0.1062,-0.2,0.7512,10.4107,0.7512,1577565768.0,17.6923,-34.4444,0.1982,0.46002479082739,0.0323,0.9713,0.1009,0.3535,0.037000000000000005,0.0706,0.0996,0.0188
1737,SATS,1.0,0.3199,-0.42,2.5698,2.1933,2.5698,4339523867.95,20.6925,3.8987,0.0346,0.63668169279419,0.0,1.803,0.3147,0.4161,0.1224,0.091,0.0892,0.2617
1739,SLGN,1.0,1.8439,2.03,1.6229,1.8646,1.6229,5627388859.5,30.024,5.1583,0.0203,0.98209511463988,0.0169,56.1131,0.411,0.7029,0.0588,0.0383,-0.1566,0.2823
1741,HMC,1.0,0.213,5.1677,4.1715,2.5722,4.1715,5240226525.4,24.8846,6.9974,0.5239,1.6664853101197,0.0003,-2.7453,0.6101,0.6313,0.1207,0.1011,0.0792,0.0945
1746,HOV,1.0,0.0329,0.75,0.7597,1.0896,0.7597,3005534556.25,46.7949,-3.2421,0.0179,0.84738041002278,0.0,5.6183,0.0306,0.6151,0.0602,0.1697,0.2741,-0.0067
1749,DMRC,1.0,0.2093,-2.86,1.442,0.9846,1.442,312040000.0,5.4603,-8.126,0.0938,0.36698432366979,0.0,0.6588,0.1044,0.2505,-0.0796,-0.0779,0.0798,0.0549
1751,UEPS,0.0,0.0539,1.13,0.9516,1.9632,0.9516,935584656.6,28.4615,3.911,0.0395,0.56404231089021,0.0,1.3821,0.0575,0.3643,0.0035,0.0353,0.0831,0.1094
1754,SAIC,1.0,0.0672,4.13,0.9126,2.5948,0.9126,500406927.12,29.2688,14.7217,0.2049,0.17273570999618,0.0166,0.2136,0.1477,0.1119,-0.0767,0.027000000000000003,0.0101,0.1388
1755,DIOD,1.0,0.0999,2.09,1.3234,1.5764,1.3234,2841953580.0,12.7718,8.7307,-0.0165,0.6092733955329399,0.0,1.5630000000000002,0.0741,0.4554,0.1209,0.0988,0.149,0.0
1760,MYOK,1.0,0.0721,-1.76,0.7127,1.1333,0.7127,1689912300.65,27.8636,-30.3576,0.0987,0.39647531457561,0.0,0.6576,0.0669,0.3218,-0.0282,-0.0076,0.0338,0.1012
1766,GDS,1.0,-0.5159,-3.44,1.7408,2.9485,1.7408,217659186.03,0.0,-209.2587,0.4126,0.00077245712173281,0.0,0.0009,-1.0604,0.0006,0.0,0.1356,0.0494,0.043
1768,LOPE,1.0,0.1735,4.81,1.4353,5.0374,1.4353,4177144078.66,18.0507,23.2441,0.0917,1.0701152566145,0.0,-15.6497,0.2567,0.9505,0.0861,0.1136,0.1079,0.6776
1769,TCMD,1.0,0.544,0.36,3.1871,1.897,3.1871,4100094698.7,12.2217,93.419,0.0408,0.18008654208173,0.0,0.2203,0.7015,0.1193,0.1291,0.0798,0.1048,-0.014
1770,HVT,1.0,-0.3027,1.45,0.5274,4.2064,0.5274,548579291.84,0.0,5.5331,0.0902,0.38898266705093,0.0916,0.7369,-0.3432,0.2951,0.0,-0.0502,0.0018,0.1073
1771,GOLD,1.0,0.0782,-1.32,0.3118,0.0,0.3118,965308765.02,8.2338,8.9602,0.0434,0.00048151064203587996,0.014,0.0009,0.0315,0.0006,0.0174,0.0597,0.0645,0.0
1774,SMTC,1.0,0.2583,0.55,1.3078,4.3965,1.3078,3250640000.0,9.2653,21.8149,0.0277,0.3903986010778,0.0,0.6426,0.35600000000000004,0.3269,0.0006,-0.0964,-0.0644,0.0999
1778,DIN,1.0,0.1617,4.43,3.8051,4.1019,3.8051,1584800000.0,7.707000000000002,8.4987,-0.0281,0.5126858568287,0.0374,1.0614,0.1104,0.3147,-0.026,-0.029,0.0589,-0.033
1783,UBSI,1.0,0.0825,2.46,0.522,3.4431,0.522,568455738.09,21.3864,10.9733,0.1121,0.5589300737877401,0.0437,1.2908,0.1338,0.4183,-0.0238,0.0392,-0.0098,0.1331
1787,FLXN,1.0,-0.0234,-4.49,0.7117,2.5927,0.7117,261488824.32,0.0,-2.6714,0.0524,0.30252998672446,0.0,0.4891,-0.0447,0.1881,0.0,0.0458,0.2846,-0.0635
1789,ODFL,1.0,-0.0018,7.39,0.0957,2.6189,0.0957,462494610.58,709.0,11.2156,0.0009,0.63418671321834,0.0042,1.9297,0.0006,0.5959,-0.7631,-0.5925,0.0,0.0523
1791,NVTR,0.0,0.0471,-3.25,0.0299,4.0802,0.0299,510040000.0,7.9275,-7.4366,0.0776,0.53371976368298,0.0,1.158,0.0104,0.3783,0.0,0.0598,0.0789,-0.0451
1793,ENZ,0.0,-0.0245,-0.22,0.2793,2.4544,0.2793,239368646.88,0.0,-76.2243,0.0534,0.59878601832973,0.0,1.5973,-0.0112,0.41,0.0,-0.1102,0.0,-0.0293
1797,FCFS,1.0,0.2011,3.42,2.3581,6.3054,2.3581,4388978469.3,18.7298,13.0275,0.0134,0.35619391679291,0.0126,0.5533,0.1343,0.2188,0.005,0.0199,0.1337,0.013
1802,CNS,1.0,0.1095,2.43,0.3398,0.3981,0.3398,1198073631.35,16.6414,22.1076,0.1424,0.24959491660048,0.1113,0.3495,0.1107,0.109,0.0912,0.1021,0.1151,0.0747
1803,LM,1.0,-0.2179,3.03,0.1521,2.9914,0.1521,212078415.46,0.0,6.7633,0.1792,0.0,0.0286,0.0,-0.0845,0.0,0.0,0.0223,-0.0145,0.1277
1805,LXU,0.0,0.2576,-3.74,1.8707,2.5849,1.8707,3928082894.64,25.1308,8.9646,0.2065,0.3873037452466699,0.0,0.6715,0.4595,0.2227,0.188,0.1529,0.068,0.112
1809,NLS,0.0,-0.1769,0.49,0.9942,1.7096,0.9942,3628784362.7,0.0,15.2783,0.0704,0.32247724260622,0.0,0.5997,-0.2144,0.2752,0.0,0.2195,0.0383,0.1962
1810,SITE,1.0,0.0796,1.83,0.4489,1.7664,0.4489,850520932.08,19.07,28.8983,0.3121,0.37390155171472,0.0,0.6381,0.059,0.2535,-0.0904,-0.0188,-0.0285,0.1217
1812,MSTR,1.0,-0.1906,1.98,0.4506,1.6027,0.4506,1108800000.0,0.0,137.8526,0.0697,0.4441904446119699,0.0,0.858,-0.1127,0.2876,0.0,-0.0864,0.024,0.123
1813,COHU,1.0,0.0314,-1.01,0.6957,3.6258,0.6957,533892121.4,117.0714,18.9928,-0.0907,0.31305258259656,0.0149,0.4767,0.0531,0.1855,-0.1116,0.0198,-0.0873,0.0
1818,ZIOP,1.0,0.1558,0.96,0.5787,1.8488,0.5787,1592317949.95,14.0603,-5.3835,0.1422,0.35471672857477005,0.0,0.5636,0.1803,0.201,0.0888,0.0605,0.0778,0.1065
1827,NVGS,1.0,0.0576,-0.1,0.8173,3.0632,0.8173,1454090044.18,21.3951,6.7908,0.1065,0.32213358776746,0.0,0.4756,0.1407,0.2293,0.0087,0.1186,0.0892,0.1759
1829,MCY,1.0,1.2067,-0.1,2.3027,5.0572,2.3027,144466747.32,0.0,7.4631,0.0536,0.42126122104194,0.0484,0.7323,1.2916,0.2819,0.0,0.1001,0.0,0.0991
1830,TWOU,0.0,-0.2024,-0.69,0.5944,0.8992,0.5944,99213837.18,0.0,-923.0488,0.0877,0.0,0.0,0.0,-0.2149,0.0,0.0,0.0548,0.1062,0.0367
1834,ACTG,0.0,0.3168,-2.1,0.7619,1.3369,0.7619,2530270786.68,17.3343,7.0856,0.0216,0.52371143733313,0.0,1.2084,0.2882,0.2976,0.0564,0.0598,0.0947,0.0906
1835,GATX,1.0,-0.046,5.62,0.5217,1.1397,0.5217,50382563.4,0.0,5.2359,0.042,0.50629058084496,0.0249,1.053,-0.0967,0.4233,0.0,-0.0692,-0.1014,0.1382
1842,GBT,1.0,0.0121,-3.41,0.7254,1.7178,0.7254,1176167741.7,113.6154,-15.8385,0.0166,0.62803339157445,0.0,1.8591,0.0115,0.1862,-0.0601,0.0596,0.0814,0.0
1844,LOMA,0.0,0.1498,0.4005,0.8458,1.2375,0.8458,5927200000.0,17.8545,11.9491,0.0375,0.6914864527034101,0.0,2.627,0.0211,0.4945,0.228,0.1097,0.1411,0.0786
1849,TDS,0.0,0.0902,1.2,1.4741,2.4559,1.4741,889200000.0,7.4263,3.6128,0.0198,0.48456077382363,0.0197,1.0241,0.0278,0.4997,0.0143,0.0451,0.1429,-0.2087
1850,COWN,1.0,0.109,1.22,1.3826,1.7178,1.3826,1326090470.43,23.8944,1.1978,0.0282,0.52344927027347,0.0,1.2202,0.2208,0.4359,0.0249,0.1193,0.1141,0.0279
1854,CONN,0.0,0.117,0.21,1.6289,0.3,1.6289,1706675840.3,25.1049,20.6769,-0.0379,0.47675929050773,0.0,0.9172,0.146,0.4729,0.0543,0.1012,0.0896,0.0
1855,EZPW,0.0,-0.0615,0.73,0.6149,0.8186,0.6149,85038210.48,0.0,6.4517,0.051,1.0511560482651,0.0,-20.7391,-0.0971,0.8054,0.0,-0.1834,0.0,-0.0424
1862,MLNX,1.0,0.0912,2.54,1.5572,33.6109,1.5572,872286625.98,34.1839,18.6676,0.2394,0.94244604316547,0.0,23.0904,0.0861,0.4932,0.1828,0.1203,0.1003,0.1161
1866,CCU,0.0,-0.0531,2.3935,2.2579,3.5989,2.2579,514735350.0,0.0,7.5154,0.1206,0.63117975972983,0.0,1.7915,-0.0394,0.5154,0.0,-0.0315,0.0597,0.1224
1869,AVID,1.0,0.0799,-0.26,2.0763,0.9783,2.0763,1648667370.35,24.5683,12.5648,0.4304,0.46685780219364,0.0,0.8875,0.0959,0.3727,-0.0382,-0.0081,0.0411,0.2088
1871,SLDB,0.0,0.0905,-2.25,1.7715,3.0596,1.7715,1362298489.2,22.2472,-13.5275,0.1119,0.21310883944678,0.0,0.46,0.4692,0.2365,0.0898,0.0924,0.199,0.0829
1874,SHLO,0.0,0.2082,0.49,0.471,1.4968,0.471,341087417.23,8.1422,3.996,0.0912,0.0063134063250637,0.0,0.0174,0.0841,0.0134,0.2028,-0.0127,-0.0182,0.124
1878,TOUR,0.0,0.106,-0.2174,3.965,4.1092,3.965,1765514882.95,29.9722,16.2847,0.0394,0.23077085169151,0.0,0.3,0.1109,0.1685,0.0799,-0.0684,0.0,0.1052
1879,ITT,1.0,0.1042,3.81,1.3977,1.3503,1.3977,108690238.44,22.92,11.3729,0.0674,0.28602803681207,0.0111,0.4288,0.1158,0.2344,-0.0144,0.0183,0.0068,0.0594
1882,CHH,1.0,0.1127,3.83,1.1416,0.4571,1.1416,350020000.0,4.6864,16.4972,-0.1258,0.0,0.012,0.1855,0.0622,0.0763,-0.0766,-0.0087,0.0063,0.0
1884,PGTI,0.0,0.4673,1.03,0.4233,1.7993,0.4233,313577779.48,12.2648,9.1555,0.1261,0.053664551438987004,0.0,0.0567,2.05,0.0389,0.1063,0.1572,-0.0156,0.1395
1886,SLAB,1.0,0.0246,1.94,1.0588,23.9617,1.0588,694844983.95,71.4407,19.5948,0.0526,0.50084915394157,0.0,1.0727,0.0309,0.4335,-0.0766,0.031,0.0185,0.1215
1891,NOVT,1.0,0.2284,1.46,0.4523,0.3858,0.4523,1177592801.4,30.4747,24.5298,-0.2176,0.0,0.0,0.0,0.3393,0.0,0.0374,0.0935,0.0038,0.0
1893,MYGN,0.0,0.0808,1.92,1.0014,1.042,1.0014,591405111.38,21.5616,22.7454,0.1305,0.23625663005476005,0.0,0.5525,0.1574,0.2939,-0.0481,0.0318,0.0549,0.1267
1894,DEA,1.0,0.1428,0.09,4.3329,0.0,4.3329,4364640000.0,24.9716,15.1897,0.0741,0.34756482339498,0.0663,0.5483,0.0677,0.2531,0.2174,0.1967,0.0886,0.0791
1895,MINI,1.0,0.2071,-0.18,4.5074,7.3511,4.5074,3555476184.81,26.8033,8.8632,0.0217,0.25104737350951,0.0315,0.3445,0.5525,0.1948,0.1428,0.1196,0.1263,0.0919
1897,ERF,0.0,0.146,1.1481,0.8738,2.177,0.8738,652397537.88,18.4412,3.389,-0.0073,0.66385372714487,0.0088,2.084,0.1079,0.4831,-0.4127,-0.5157,-0.4343,-0.0166
1898,AEIS,1.0,0.1302,3.76,5.1926,0.2527,5.1926,3997400000.0,29.3377,10.923,0.028,0.65926119801289,0.0,1.95,-0.1361,0.4134,0.2102,0.1749,0.0393,0.0632
1901,NDAQ,1.0,0.2231,2.77,1.2702,0.0,1.2702,879359215.9956,13.0783,13.0097,0.0994,0.25991564285539004,0.0208,0.3594,0.2476,0.2078,0.2963,0.1535,0.1812,0.0171
1903,WSFS,1.0,0.1,4.27,1.4066,1.1545,1.4066,792034514.2,30.8814,8.7717,0.0389,0.55932233026685,0.0111,1.4581,0.0967,0.563,0.0302,0.1913,0.1253,-0.0154
1908,AAT,1.0,0.1566,0.42,1.2826,1.1804,1.2826,985054438.25,15.5392,13.8961,0.026,0.44350982034595,0.0271,0.8151,0.2532,0.309,0.0,-0.0614,-0.018000000000000002,0.1235
1917,MEET,1.0,0.1353,0.02,0.3099,2.8779,0.3099,239533312.02,7.5019,11.9718,0.118,0.0020988289128126,0.0,0.1177,0.1155,0.0492,-0.0442,-0.0268,0.0884,0.1215
1919,CALM,1.0,0.0762,2.6,0.2082,5.6401,0.2082,555326987.49,12.5088,11.2593,0.0232,0.61163542704593,0.0,1.5848,0.0669,0.4397,-0.0837,0.0391,0.0034,-0.1559
1923,LSCC,1.0,0.0891,-0.21,0.9658,3.7573,0.9658,470956640.0,15.4449,17.4183,0.1073,0.35474006116208,0.0,0.5532,0.0589,0.2869,0.0,0.0198,0.095,0.1468
1924,PTGX,1.0,-0.0354,-1.74,0.2439,3.2665,0.2439,113763267.03,0.0,-3.2589,0.1015,0.20987927839477,0.0,0.2754,-0.0334,0.1099,0.0,0.0481,0.1237,0.0271
1928,MCRN,1.0,0.1641,0.6,1.1921,0.0,1.1921,456715647.43,14.8957,6.7645,0.0699,0.16718503905690998,0.0,0.2769,0.1959,0.1279,0.0,0.1466,0.0595,0.0468
1934,SR,1.0,0.1113,4.35,0.6228,0.7838,0.6228,1105601584.78,18.3829,7.9976,0.0562,0.29002192669404,0.0312,0.5259,0.0983,0.2234,0.1467,0.0516,0.0549,0.0
1936,SIMO,1.0,-0.1594,2.72,1.3581,2.1257,1.3581,148023327.36,0.0,11.5285,0.0266,0.30958018924003,0.0348,0.4484,-0.1773,0.1519,0.0,-0.0525,-0.038,-0.0116
1937,AMED,1.0,0.1264,3.64,1.7959,3.0712,1.7959,242752387.74,16.4178,16.7103,-0.1597,0.22608183691492004,0.0,0.3468,0.1463,0.1738,0.0,0.1051,0.193,0.0
1940,AYX,1.0,0.1422,0.46,1.0497,2.7924,1.0497,1350728145.59,21.9764,139.9233,0.0822,0.7320923306031301,0.0,2.7721,0.1638,0.42,0.1334,0.0586,0.0822,-0.0412
1945,CIB,1.0,0.104,3.4801,2.1852,1.8582,2.1852,826325758.08,25.2558,13.4048,0.0876,0.2332654603199,0.0,0.4879,0.1236,0.1848,0.0534,0.0787,0.1591,0.0
1948,BLD,1.0,0.0456,3.86,0.6431,2.5084,0.6431,1478708160.72,38.375,9.5251,0.0591,0.46969470218497,0.0,0.9824,0.0892,0.3372,0.0,0.0529,0.101,-0.0365
1949,HFWA,0.0,0.1705,1.49,1.5264,0.7686,1.5264,363351099.0,13.7631,13.2918,0.0759,0.42427452835564,0.0242,0.7369,0.2203,0.3654,0.1643,0.0805,0.1271,0.2168
1953,BHLB,1.0,-0.1051,2.3,0.1084,0.8976,0.1084,127410293.28,0.0,5.5112,0.0956,0.44444751945648,0.0326,0.8017,-0.0672,0.3163,0.0,0.0126,0.0142,0.1617
1955,TSC,1.0,-0.4087,1.9,0.191,1.5432,0.191,119096073.6,0.0,6.7917,0.0556,0.23239319314941,0.0,0.3028,-0.3764,0.1643,0.0,0.0131,-0.0231,0.1506
1959,CLS,0.0,0.0711,0.71,0.8329,1.8637,0.8329,83456700.88,16.4915,36.0338,0.1125,0.062226217862274,0.0,0.0856,0.07200000000000001,0.0644,0.0767,0.0955,0.0511,0.1343
1964,HUBB,1.0,0.1068,6.57,1.1125,1.0446,1.1125,230345837.12,15.4872,10.5097,-0.1025,0.10946580686251,0.0317,1.0471,0.2234,0.3824,-0.0915,-0.0362,-0.0025,-0.135
1965,PPDF,0.0,0.118,0.2384,0.3485,0.9088,0.3485,177016429.6,16.3084,2.1907,0.0549,0.28546080551838,0.0,0.4017,0.0484,0.1724,-0.0241,0.0244,-0.0365,0.1355
1966,GLOW,1.0,-0.1178,-1.5,0.5081,1.2454,0.5081,445097677.44,0.0,-5.6067,0.0737,0.10560986447456,0.0,0.1528,-0.099,0.0922,0.0,0.0254,-0.04,0.0529
1974,VVI,1.0,-0.1796,2.4,0.8069,2.4218,0.8069,232605996.48,0.0,11.2463,-0.0186,0.49618789933442,0.008,1.0059,-0.2152,0.4958,0.0,-0.1347,-0.0886,0.0
1978,LCII,1.0,0.1199,5.9,0.6767,1.6958,0.6767,595199361.2,13.6745,10.7564,0.064,0.0014505976462302,0.0352,0.0576,0.1118,0.0448,0.1263,0.0745,0.0659,0.0973
1980,ICFI,1.0,0.0862,3.27,1.2281,2.6557,1.2281,29910254.4,1.629,16.351,0.1746,0.4972537081829101,0.0086,0.9917,0.1462,0.3631,0.0762,-0.1313,0.1277,0.1302
1981,ACIW,1.0,-0.0161,0.59,2.1945,2.3104,2.1945,86089480.956,0.0,17.4475,0.3277,0.0,0.0,0.0,-0.0163,0.0,0.0,-0.0276,0.0735,0.1069
1983,PTCT,1.0,0.3052,-2.75,0.353,1.8966,0.353,398429633.16,10.2482,-62.6464,0.0453,0.0,0.0,0.0687,0.1768,0.0385,0.0938,0.0837,0.0199,-0.1767
1986,CSU,0.0,0.0044,-1.8,1.041,1.0712,1.041,157450950.0,57.1667,5.7683,0.0155,0.87273164283139,0.0,6.9068,0.0028,0.6331,-0.2874,-0.0299,-0.0299,-0.2097
1987,RRGB,1.0,0.1012,-0.49,0.3495,11.1122,0.3495,41535640.4,11.791,2.7458,0.0949,0.31907857877424,0.0,0.4709,0.0836,0.2443,0.0,0.0437,0.0268,0.0533
1992,APTS,1.0,0.1022,-1.08,0.7955,0.9056,0.7955,112024386.0,14.6341,3.9699,0.0079,0.39178243494404,0.0725,0.6508,0.0892,0.3136,0.0349,0.021,0.0412,0.0233
1995,YRCW,0.0,-0.2423,0.61,0.8197,0.7388,0.8197,35565300.0,0.0,0.4743,0.0137,0.0,0.0,0.0,-0.7351,0.0,0.0,-0.1232,-0.0844,-0.1069
2000,RPT,1.0,0.0965,0.13,1.5967,2.2799,1.5967,62216048.16,19.3846,9.0088,0.1853,0.056655831884496,0.0736,0.1463,0.0923,0.0674,0.1519,0.057,0.1033,0.0746
2002,SCVL,1.0,-0.2099,1.15,0.5944,2.5337,0.5944,43786038.24,0.0,9.1548,0.0367,0.4435366752108401,0.0135,0.9137,-0.2586,0.3481,0.0,0.019,0.0579,0.0266
2004,AFG,1.0,0.0563,5.95,1.0848,1.0433,1.0848,120227040.0,22.3684,3.8791,0.0178,0.7174989407089201,0.0492,2.5810000000000004,0.0636,0.5879,0.0,-0.0527,-0.0629,0.0291
2006,CYD,1.0,-0.0025,2.4631,0.3222,1.6899,0.3222,40900131.36,0.0,4.0921,0.0765,0.3625801590503401,0.0257,0.5857,-0.0026,0.3311,0.0,-0.0496,0.0482,0.0654
2009,CRESY,0.0,-0.1975,2.8987,1.3398,3.2704,1.3398,13252842.51,0.0,1.3021,-0.2153,0.38990453249486,0.001,0.6391,-0.6482,0.3729,0.0,-0.09,0.03,0.0
2011,MNR,1.0,0.0595,0.71,0.6057,7.1342,0.6057,3388437907.0,19.7674,15.4365,2.1322,0.0,0.0414,0.0,0.0627,0.0,-0.0366,0.0837,0.1218,0.0241
2017,VSAT,1.0,-0.2157,-1.15,0.5222,1.1247,0.5222,12316964.1,0.0,10.6546,0.1315,0.48692401387466,0.0,0.949,-0.1633,0.3162,0.0,0.0503,0.2033,0.0167
2019,ADMS,0.0,-0.0289,-4.87,0.7659,3.8671,0.7659,61614326.0,0.0,-2.2399,0.0,0.6330150068212801,0.0,1.7249,-0.0476,0.1151,0.0,-0.3176,-0.3972,0.0795
2022,CACI,1.0,-0.0047,12.23,0.8729,0.9206,0.8729,98209641.3,0.0,13.1109,0.1224,0.16211430722357,0.0,0.196,-0.0035,0.1527,0.0,0.1562,-0.0361,0.2221
2023,RMTI,0.0,-0.0301,-0.61,0.4689,1.8382,0.4689,12345598.08,0.0,-6.3061,0.1503,0.26413100898045,0.0,0.3589,-0.0273,0.1851,0.0,0.0571,0.096,0.0757
